SID,SEASON,BASIN,SUBBASIN,NAME,LAT,LON,DIST2LAND,LANDFALL,USA_WIND,USA_PRES,USA_SSHS,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,STORM_SPEED,STORM_DIR
2019214N15134,2019,WP,MM,LEKIMA,27.5,122,96,44,100,931,3,146,89,89,114,8,320
2019214N15134,2019,WP,MM,LEKIMA,27.9,121.7,44,0,95,935,2,130,83,83,101,10,325
2019214N15134,2019,WP,MM,LEKIMA,28.3,121.4,0,0,90,939,2,113,76,76,88,10,325
2019214N15134,2019,WP,MM,LEKIMA,28.7,121.1,0,0,83,946,2,101,73,69,75,9,325
2019214N15134,2019,WP,MM,LEKIMA,29.1,120.8,0,0,75,953,1,88,69,62,62,10,335
2019214N15134,2019,WP,MM,LEKIMA,29.5,120.6,0,0,68,959,1,81,66,62,62,10,340
2019236N10314,2019,NA,CS,DORIAN,17.7,-64.5,129,114,64,996,1,20,0,0,20,11,325
2019236N10314,2019,NA,CS,DORIAN,17.8,-64.6,114,52,65,995,1,20,0,0,20,18,320
2019236N10314,2019,NA,CS,DORIAN,18.4,-65.1,52,38,70,993,1,30,20,0,20,15,320
2019236N10314,2019,NA,CS,DORIAN,18.9,-65.5,56,56,73,991,1,30,20,0,20,10,325
2019236N10314,2019,NA,NA,DORIAN,19.2,-65.7,89,89,75,989,1,30,20,0,20,9,325
2019236N10314,2019,NA,NA,DORIAN,31.4,-79.6,134,110,100,958,3,100,90,70,70,8,20
2019236N10314,2019,NA,NA,DORIAN,31.8,-79.4,105,93,100,958,3,100,90,70,65,8,25
2019236N10314,2019,NA,NA,DORIAN,32.1,-79.2,93,72,100,958,3,100,90,70,60,7,25
2019236N10314,2019,NA,NA,DORIAN,32.4,-79.1,72,57,98,958,3,100,90,75,60,7,25
2019236N10314,2019,NA,NA,DORIAN,32.7,-78.9,57,57,95,958,2,100,90,80,60,8,40
2019236N10314,2019,NA,NA,DORIAN,33,-78.5,68,55,93,957,2,100,95,80,65,11,50
2019236N10314,2019,NA,NA,DORIAN,33.4,-77.9,56,43,90,956,2,100,100,80,70,11,50
2019236N10314,2019,NA,NA,DORIAN,33.7,-77.4,59,56,90,956,2,100,105,80,70,11,50
2019236N10314,2019,NA,NA,DORIAN,34.1,-76.9,63,24,90,956,2,100,110,80,70,12,50
2019236N10314,2019,NA,NA,DORIAN,34.6,-76.3,21,21,88,956,2,105,115,80,70,14,45
2019236N10314,2019,NA,NA,DORIAN,35.1,-75.7,49,45,85,956,2,110,120,80,70,15,40
2019236N10314,2019,NA,NA,DORIAN,35.2,-75.6,45,35,85,956,2,110,120,80,70,18,50
2019236N10314,2019,NA,NA,DORIAN,35.7,-74.9,55,55,85,956,2,110,125,85,75,20,55
2019236N10314,2019,NA,NA,DORIAN,41.8,-65.7,189,101,83,954,2,125,150,95,90,26,40
2019242N14180,2019,WP,MM,FAXAI,33.5,138.9,122,58,108,946,3,64,58,39,64,11,0
2019242N14180,2019,WP,MM,FAXAI,34.1,139,58,21,100,952,3,64,57,38,64,12,15
2019242N14180,2019,WP,MM,FAXAI,34.7,139.3,27,0,95,955,2,57,54,38,57,13,20
2019242N14180,2019,WP,MM,FAXAI,35.1,139.6,0,0,92,957,2,52,51,38,52,14,30
2019242N14180,2019,WP,MM,FAXAI,35.3,139.7,9,9,90,958,2,50,50,38,50,14,35
2019242N14180,2019,WP,MM,FAXAI,35.5,139.9,9,0,87,962,2,48,48,37,48,14,40
2019242N14180,2019,WP,MM,FAXAI,35.8,140.3,0,0,83,970,2,44,44,35,44,14,45
2019242N14180,2019,WP,MM,FAXAI,36.3,141,35,35,75,982,1,37,37,31,37,15,50
2019242N14180,2019,WP,MM,FAXAI,36.8,141.7,65,65,70,981,1,37,37,31,37,16,50
2019243N06136,2019,WP,MM,LINGLING,32.4,125,150,111,95,948,2,133,107,101,101,22,355
2019243N06136,2019,WP,MM,LINGLING,35.7,124.8,143,106,75,962,1,106,106,81,94,21,0
2019243N06136,2019,WP,MM,LINGLING,36.8,124.9,106,0,70,966,1,100,100,75,84,22,10
2019243N06136,2019,WP,MM,LINGLING,37.9,125.2,0,0,65,969,1,93,93,68,74,25,15
2019260N12262,2019,EP,MM,LORENA,18,-104,62,57,65,988,1,25,25,20,10,9,335
2019260N12262,2019,EP,MM,LORENA,18.4,-104.2,59,24,70,985,1,30,30,20,10,10,330
2019260N12262,2019,EP,MM,LORENA,18.8,-104.5,30,0,68,988,1,30,30,20,10,11,330
2019260N12262,2019,EP,MM,LORENA,19.3,-104.8,0,0,65,990,1,30,30,20,10,12,325
2019260N12262,2019,EP,MM,LORENA,22.6,-108.8,98,67,65,989,1,10,20,10,0,6,305
2019260N12262,2019,EP,MM,LORENA,22.8,-109,67,37,70,988,1,10,20,10,5,5,315
2019260N12262,2019,EP,MM,LORENA,23,-109.2,37,15,75,986,1,10,20,10,10,7,335
2019260N12262,2019,EP,MM,LORENA,23.4,-109.3,10,0,73,987,1,10,20,10,10,8,340
2019260N12262,2019,EP,MM,LORENA,23.7,-109.5,11,0,70,987,1,10,20,10,10,7,320
2019260N12262,2019,EP,MM,LORENA,23.9,-109.8,0,0,70,987,1,10,20,10,10,8,310
2019264N19071,2019,NI,AS,HIKAA:HIKKA,20,59.6,122,76,90,969,2,20,10,10,20,13,260
2019264N19071,2019,NI,AS,HIKAA:HIKKA,19.9,58.9,68,54,83,974,2,25,15,15,25,12,260
2019264N19071,2019,NI,AS,HIKAA:HIKKA,19.8,58.3,56,0,75,979,1,30,20,20,30,12,260
2019264N19071,2019,NI,AS,HIKAA:HIKKA,19.7,57.6,0,0,68,981,1, , , , ,12,265
2019268N10155,2019,WP,MM,MITAG,23.7,122.9,135,101,88,965,2,101,107,107,145,18,0
2019268N10155,2019,WP,MM,MITAG,24.6,122.9,101,73,90,961,2,101,107,107,139,18,355
2019268N10155,2019,WP,MM,MITAG,25.4,122.7,83,83,88,964,2,104,107,95,114,16,345
2019268N10155,2019,WP,MM,MITAG,27.4,122.2,116,67,70,977,1,106,106,56,87,12,355
2019268N10155,2019,WP,MM,MITAG,28,122.2,67,49,68,979,1,112,100,53,87,13,0
2019268N10155,2019,WP,MM,MITAG,28.6,122.2,49,22,65,980,1,118,93,49,87,14,5
2019278N16165,2019,WP,MM,HAGIBIS,32.8,137.7,181,111,90,950,2,177,164,155,215,18,25
2019278N16165,2019,WP,MM,HAGIBIS,33.7,138.2,100,14,85,951,2,176,164,151,214,19,25
2019278N16165,2019,WP,MM,HAGIBIS,34.6,138.7,9,0,80,956,1,176,164,151,223,22,30
2019278N16165,2019,WP,MM,HAGIBIS,35.6,139.4,0,0,75,960,1,176,163,151,232,27,30
2019278N16165,2019,WP,MM,HAGIBIS,36.9,140.5,0,0,70,965,1,188,172,154,226,32,35
2019278N16165,2019,WP,MM,HAGIBIS,38.2,141.8,28,28,65,970,1,200,181,156,219,32,45
2019302N11118,2019,NI,BB,BULBUL:MATMO,19.6,87.7,130,107,75,979,1,56,50,50,75,7,355
2019302N11118,2019,NI,BB,BULBUL:MATMO,20,87.6,107,76,75,979,1,62,50,50,75,7,355
2019302N11118,2019,NI,BB,BULBUL:MATMO,20.4,87.6,70,70,80,976,1,63,44,44,69,6,10
2019302N11118,2019,NI,BB,BULBUL:MATMO,20.6,87.8,83,83,85,972,2,63,38,38,63,6,20
2019302N11118,2019,NI,BB,BULBUL:MATMO,20.9,87.9,84,59,93,966,2,54,35,32,54,6,25
2019302N11118,2019,NI,BB,BULBUL:MATMO,21.2,88.1,45,22,100,959,3,45,32,26,45,6,35
2019302N11118,2019,NI,BB,BULBUL:MATMO,21.4,88.3,22,0,105,955,3,39,26,20,39,7,50
2019302N11118,2019,NI,BB,BULBUL:MATMO,21.6,88.6,10,0,95,964,2,38,19,19,38,9,60
2019302N11118,2019,NI,BB,BULBUL:MATMO,21.8,89.1,0,0,83,974,2, , , , ,9,65
2019302N11118,2019,NI,BB,BULBUL:MATMO,22,89.5,0,0,70,983,1, , , , ,7,65
2019314N14136,2019,WP,MM,KALMAEGI,18.1,123.1,87,74,70,984,1,49,31,31,75,8,345
2019314N14136,2019,WP,MM,KALMAEGI,18.5,123,74,74,73,982,1,53,31,31,88,8,345
2019314N14136,2019,WP,MM,KALMAEGI,18.8,122.9,77,76,75,980,1,56,31,31,100,6,330
2019314N14136,2019,WP,MM,KALMAEGI,19,122.7,79,79,80,975,1,60,35,44,110,4,310
2019314N14136,2019,WP,MM,KALMAEGI,19.1,122.6,84,81,85,970,2,63,38,57,120,3,310
2019314N14136,2019,WP,MM,KALMAEGI,19.2,122.5,91,91,88,967,2,88,41,70,120,1,315
2019314N14136,2019,WP,MM,KALMAEGI,19.2,122.5,91,91,90,963,2,113,44,82,120,1,0
2019314N14136,2019,WP,MM,KALMAEGI,19.3,122.5,102,102,88,965,2,113,44,82,120,1,25
2019314N14136,2019,WP,MM,KALMAEGI,19.3,122.6,105,105,85,966,2,113,44,82,120,1,30
2019314N14136,2019,WP,MM,KALMAEGI,19.3,122.6,105,102,80,972,1,113,38,85,126,1,245
2019314N14136,2019,WP,MM,KALMAEGI,19.3,122.5,102,67,75,977,1,113,31,88,132,4,210
2019314N14136,2019,WP,MM,KALMAEGI,19,122.4,67,11,70,980,1,119,31,75,135,8,200
2019314N14136,2019,WP,MM,KALMAEGI,18.5,122.2,11,0,65,982,1,125,30,62,137,11,200
2019329N09160,2019,WP,MM,KAMMURI,12.9,126.6,142,101,95,960,2,126,82,82,139,10,270
2019329N09160,2019,WP,MM,KAMMURI,12.9,126.1,101,77,105,951,3,121,80,77,140,9,275
2019329N09160,2019,WP,MM,KAMMURI,13,125.7,77,44,115,942,4,115,77,71,140,9,270
2019329N09160,2019,WP,MM,KAMMURI,12.9,125.2,44,44,118,940,4,115,74,71,153,10,270
2019329N09160,2019,WP,MM,KAMMURI,12.9,124.7,46,0,120,938,4,115,71,71,165,11,275
2019329N09160,2019,WP,MM,KAMMURI,13,124.1,0,0,118,941,4,115,71,71,165,12,275
2019329N09160,2019,WP,MM,KAMMURI,13.1,123.5,0,0,115,943,4,115,71,71,165,12,275
2019329N09160,2019,WP,MM,KAMMURI,13.1,122.8,15,11,110,948,3,121,68,61,165,12,275
2019329N09160,2019,WP,MM,KAMMURI,13.1,122.2,44,21,105,953,3,127,64,51,165,12,275
2019329N09160,2019,WP,MM,KAMMURI,13.2,121.6,21,0,98,959,3,136,57,51,168,12,275
2019329N09160,2019,WP,MM,KAMMURI,13.2,121,0,0,90,965,2,145,50,50,170,11,275
2019329N09160,2019,WP,MM,KAMMURI,13.2,120.5,0,0,85,970,2,170,47,50,189,11,280
2019329N09160,2019,WP,MM,KAMMURI,13.4,119.9,43,43,80,974,1,195,44,50,207,11,290
2019329N09160,2019,WP,MM,KAMMURI,13.6,119.4,99,99,70,981,1,201,40,53,207,12,295
2019336S06055,2020,SI,MM,BELNA,-14.7,45.7,124,79,90,972,2,25,20,20,20,11,200
2019336S06055,2020,SI,MM,BELNA,-15.2,45.5,79,35,90,971,2,25,23,23,23,11,205
2019336S06055,2020,SI,MM,BELNA,-15.7,45.3,35,0,90,970,2,25,25,25,25,10,205
2019336S06055,2020,SI,MM,BELNA,-16.1,45,0,0,100,962,3,30,30,30,30,9,210
2019336S06055,2020,SI,MM,BELNA,-16.5,44.8,0,0,100,964,3,25,25,35,25,9,205
2019336S06055,2020,SI,MM,BELNA,-16.9,44.7,0,0,93,969,2,23,23,30,23,9,195
2019336S06055,2020,SI,MM,BELNA,-17.3,44.6,0,0,85,974,2,20,20,25,20,9,0
2019336S06055,2020,SI,MM,BELNA,-17.9,44.7,0,0,75,981,1,20,20,23,20,10,170
2019336S06055,2020,SI,MM,BELNA,-18.3,44.8,0,0,65,987,1,20,20,20,20,10,175
2019352S14070,2020,SI,MM,CALVINIA,-21.2,58,73,73,65,980,1,35,35,30,20,4,160
2019352S14070,2020,SI,MM,CALVINIA,-21.4,58.1,108,108,68,979,1,38,38,33,25,7,155
2019354N05151,2019,WP,MM,PHANFONE,10.8,127.1,143,65,80,981,1,57,31,50,69,15,280
2019354N05151,2019,WP,MM,PHANFONE,11,126.4,65,0,85,977,2,57,31,50,69,15,280
2019354N05151,2019,WP,MM,PHANFONE,11.2,125.7,11,0,88,975,2,51,32,50,66,15,285
2019354N05151,2019,WP,MM,PHANFONE,11.4,124.9,10,0,90,972,2,44,32,50,63,15,285
2019354N05151,2019,WP,MM,PHANFONE,11.6,124.1,11,11,93,969,2,38,32,51,57,15,285
2019354N05151,2019,WP,MM,PHANFONE,11.7,123.4,39,31,95,966,2,32,32,51,51,13,280
2019354N05151,2019,WP,MM,PHANFONE,11.8,122.9,33,11,100,962,3,29,29,36,39,10,275
2019354N05151,2019,WP,MM,PHANFONE,11.8,122.4,11,11,105,958,3,26,26,20,26,10,280
2019354N05151,2019,WP,MM,PHANFONE,12,121.8,22,22,105,958,3,29,23,20,26,11,285
2019354N05151,2019,WP,MM,PHANFONE,12.2,121.3,10,0,105,958,3,32,20,20,26,12,290
2019354N05151,2019,WP,MM,PHANFONE,12.4,120.7,31,31,103,961,3,32,20,20,26,13,290
2019354N05151,2019,WP,MM,PHANFONE,12.6,120.1,76,76,100,964,3,32,20,20,26,11,290
2019354N05151,2019,WP,MM,PHANFONE,12.7,119.6,109,109,95,968,2,32,20,20,26,8,285
2020034S17129,2020,SI,WA,DAMIEN,-19.4,116.5,135,105,88,968,2,65,48,40,35,6,195
2020034S17129,2020,SI,WA,DAMIEN,-19.7,116.4,105,94,90,966,2,75,50,40,30,6,185
2020034S17129,2020,SI,WA,DAMIEN,-19.8,116.4,94,81,91,964,2,72,50,41,33,6,165
2020034S17129,2020,SI,WA,DAMIEN,-19.9,116.5,81,70,92,963,2,70,50,42,35,6,165
2020034S17129,2020,SI,WA,DAMIEN,-20,116.5,70,59,93,961,2,68,50,43,38,8,170
2020034S17129,2020,SI,WA,DAMIEN,-20.1,116.5,59,35,93,959,2,65,50,43,40,9,165
2020034S17129,2020,SI,WA,DAMIEN,-20.3,116.6,35,24,94,958,2,62,50,44,43,8,160
2020034S17129,2020,SI,WA,DAMIEN,-20.4,116.6,24,0,95,956,2,60,50,45,45,9,165
2020034S17129,2020,SI,WA,DAMIEN,-20.6,116.7,0,0,92,959,2, , , , ,10,165
2020034S17129,2020,SI,WA,DAMIEN,-20.7,116.7,0,0,90,962,2, , , , ,9,165
2020034S17129,2020,SI,WA,DAMIEN,-20.9,116.8,0,0,88,965,2, , , , ,9,160
2020034S17129,2020,SI,WA,DAMIEN,-21.3,117,0,0,80,973,1, , , , ,8,155
2020034S17129,2020,SI,WA,DAMIEN,-21.6,117.1,0,0,73,978,1, , , , ,8,155
2020034S17129,2020,SI,WA,DAMIEN,-22,117.4,0,0,65,983,1,45,30,35,35,9,155
2020072S14054,2020,SI,MM,HEROLD,-15,51.4,102,99,65,984,1,30,30,25,35,2,95
2020072S14054,2020,SI,MM,HEROLD,-15,51.5,109,109,65,985,1,33,30,25,35,3,110
2020073S14149,2020,SP,MM,GRETEL,-21.6,163.5,129,108,65,974,1,100,50,55,100,24,130
2020092S09155,2020,SP,MM,HAROLD,-14.6,165.3,131,107,115,941,4,40,35,50,45,5,130
2020092S09155,2020,SP,MM,HAROLD,-14.8,165.5,107,88,108,948,3,40,33,50,45,5,140
2020092S09155,2020,SP,MM,HAROLD,-15,165.7,88,88,100,954,3,40,30,50,45,5,165
2020092S09155,2020,SP,MM,HAROLD,-15.3,165.7,96,96,98,957,3,38,30,48,43,5,190
2020092S09155,2020,SP,MM,HAROLD,-15.5,165.6,107,107,95,960,2,35,30,45,40,3,210
2020092S09155,2020,SP,MM,HAROLD,-15.5,165.5,118,107,113,943,4,35,30,40,40,2,50
2020092S09155,2020,SP,MM,HAROLD,-15.4,165.6,107,85,120,936,4,35,30,40,40,3,75
2020092S09155,2020,SP,MM,HAROLD,-15.4,165.8,85,54,123,933,4,40,30,43,40,5,95
2020092S09155,2020,SP,MM,HAROLD,-15.5,166.1,54,24,125,930,4,45,30,45,40,6,100
2020092S09155,2020,SP,MM,HAROLD,-15.5,166.5,15,0,123,933,4,48,33,45,38,7,100
2020092S09155,2020,SP,MM,HAROLD,-15.6,166.9,0,0,120,936,4,50,35,45,35,8,100
2020092S09155,2020,SP,MM,HAROLD,-15.7,167.3,24,24,133,923,4,48,33,38,33,9,105
2020092S09155,2020,SP,MM,HAROLD,-15.8,167.8,48,48,145,909,5,45,30,30,30,10,100
2020092S09155,2020,SP,MM,HAROLD,-15.9,168.3,69,69,143,913,5,53,35,35,45,10,105
2020092S09155,2020,SP,MM,HAROLD,-16,168.8,111,109,140,917,5,60,40,40,60,9,110
2020092S09155,2020,SP,MM,HAROLD,-18,175.8,148,61,105,953,3,60,40,50,60,20,115
2020092S09155,2020,SP,MM,HAROLD,-18.4,176.8,61,54,113,947,4,63,43,53,60,22,115
2020092S09155,2020,SP,MM,HAROLD,-18.9,177.9,67,67,120,940,4,65,45,55,60,22,115
2020129N07134,2020,WP,MM,VONGFONG,12.1,126.6,120,76,98,964,3,35,33,28,30,8,265
2020129N07134,2020,WP,MM,VONGFONG,12.1,126.2,76,34,95,966,2,35,35,25,30,8,270
2020129N07134,2020,WP,MM,VONGFONG,12.1,125.8,34,0,98,964,3,40,43,23,30,9,275
2020129N07134,2020,WP,MM,VONGFONG,12.2,125.3,0,0,100,962,3,45,50,20,30,8,275
2020129N07134,2020,WP,MM,VONGFONG,12.2,124.9,0,0,93,968,2,43,45,20,30,8,280
2020129N07134,2020,WP,MM,VONGFONG,12.3,124.5,0,0,85,974,2,40,40,20,30,9,285
2020129N07134,2020,WP,MM,VONGFONG,12.5,124.1,0,0,75,981,1,35,35,20,28,9,290
2020129N07134,2020,WP,MM,VONGFONG,12.6,123.6,24,15,65,987,1,30,30,20,25,10,300
2020129N07134,2020,WP,MM,VONGFONG,12.9,123.1,24,10,65,987,1,28,25,15,23,10,305
2020129N07134,2020,WP,MM,VONGFONG,13.3,122.7,0,0,65,987,1,25,20,10,20,10,310
2020136N10088,2020,NI,BB,AMPHAN,19.8,87.7,118,96,98,950,3,63,80,58,53,15,15
2020136N10088,2020,NI,BB,AMPHAN,20.6,88,104,35,95,953,2,50,75,45,40,16,15
2020136N10088,2020,NI,BB,AMPHAN,21.4,88.1,24,0,95,954,2,43,68,40,38,16,15
2020136N10088,2020,NI,BB,AMPHAN,22.1,88.4,0,0,95,954,2,35,60,35,35,16,20
2020136N10088,2020,NI,BB,AMPHAN,22.8,88.6,0,0,83,964,2,35,45,33,30,16,25
2020136N10088,2020,NI,BB,AMPHAN,23.5,89.1,0,0,70,974,1,35,30,30,25,16,20
2020153N13072,2020,NI,AS,NISARGA,17,71.9,144,111,68,981,1,33,35,30,30,7,40
2020153N13072,2020,NI,AS,NISARGA,17.3,72.1,101,74,75,974,1,35,40,35,35,8,45
2020153N13072,2020,NI,AS,NISARGA,17.6,72.4,74,21,80,971,1,43,30,28,43,10,40
2020153N13072,2020,NI,AS,NISARGA,18.1,72.9,10,0,85,968,2,50,20,20,50,12,40
2020153N13072,2020,NI,AS,NISARGA,18.5,73.2,0,0,78,974,1,45,30,33,48,13,40
2020153N13072,2020,NI,AS,NISARGA,19.1,73.7,0,0,70,979,1,40,40,45,45,13,35
2020202N15241,2020,EP,CP,DOUGLAS,20.7,-154.4,114,96,78,985,1,40,30,20,38,15,290
2020202N15241,2020,EP,CP,DOUGLAS,21,-155.1,96,59,75,987,1,40,25,20,35,15,295
2020202N15241,2020,EP,CP,DOUGLAS,21.3,-155.9,56,56,75,988,1,48,28,20,40,16,295
2020202N15241,2020,EP,CP,DOUGLAS,21.7,-156.6,89,76,75,989,1,55,30,20,45,15,295
2020202N15241,2020,EP,CP,DOUGLAS,22,-157.3,76,63,78,988,1,48,30,25,48,15,295
2020202N15241,2020,EP,CP,DOUGLAS,22.3,-158.1,78,68,80,987,1,40,30,30,50,15,290
2020202N15241,2020,EP,CP,DOUGLAS,22.5,-158.9,60,55,80,987,1,40,28,25,45,15,285
2020202N15241,2020,EP,CP,DOUGLAS,22.7,-159.7,67,67,80,987,1,40,25,20,40,16,280
2020205N26272,2020,NA,GM,HANNA,27.1,-96,135,104,70,981,1,40,30,20,40,7,260
2020205N26272,2020,NA,GM,HANNA,27,-96.4,104,68,75,977,1,45,35,25,45,7,255
2020205N26272,2020,NA,GM,HANNA,26.9,-96.8,68,39,80,973,1,50,40,30,50,7,255
2020205N26272,2020,NA,GM,HANNA,26.8,-97.2,29,22,80,973,1,50,33,30,50,7,255
2020205N26272,2020,NA,GM,HANNA,26.8,-97.3,22,0,80,973,1,50,30,30,50,9,245
2020205N26272,2020,NA,GM,HANNA,26.7,-97.5,0,0,80,974,1,50,30,30,50,9,250
2020205N26272,2020,NA,NA,HANNA,26.7,-97.6,0,0,75,976,1,50,40,20,30,8,260
2020205N26272,2020,NA,NA,HANNA,26.6,-98,0,0,65,982,1,40,30,20,25,8,255
2020211N13306,2020,NA,NA,ISAIAS,19.9,-71.2,11,11,65,996,1,80,40,20,80,15,295
2020211N13306,2020,NA,NA,ISAIAS,20.2,-72,49,49,68,993,1,80,40,25,80,15,295
2020211N13306,2020,NA,NA,ISAIAS,20.5,-72.7,67,11,70,990,1,80,40,30,80,15,295
2020211N13306,2020,NA,NA,ISAIAS,20.9,-73.4,11,0,70,990,1,80,40,30,80,15,305
2020211N13306,2020,NA,NA,ISAIAS,21.3,-74,38,38,65,992,1,80,40,30,70,14,305
2020211N13306,2020,NA,NA,ISAIAS,21.7,-74.6,114,114,68,991,1,80,35,15,60,13,310
2020211N13306,2020,NA,NA,ISAIAS,23.6,-76.7,142,97,75,987,1,80,30,0,50,10,315
2020211N13306,2020,NA,NA,ISAIAS,24,-77,90,30,73,987,1,75,30,0,40,10,315
2020211N13306,2020,NA,NA,ISAIAS,24.3,-77.5,30,11,70,987,1,70,30,0,30,11,305
2020211N13306,2020,NA,NA,ISAIAS,24.4,-77.7,11,0,70,989,1,60,30,0,30,11,300
2020211N13306,2020,NA,NA,ISAIAS,24.6,-78,0,0,66,991,1,56,30,0,30,8,305
2020211N13306,2020,NA,NA,ISAIAS,31.2,-79.7,137,91,65,991,1,50,50,0,20,14,15
2020211N13306,2020,NA,NA,ISAIAS,31.9,-79.5,91,38,73,989,1,50,50,15,25,17,20
2020211N13306,2020,NA,NA,ISAIAS,32.8,-79.1,35,11,80,986,1,50,50,30,30,21,20
2020211N13306,2020,NA,NA,ISAIAS,33.8,-78.5,11,0,80,986,1,50,50,30,30,23,25
2020211N13306,2020,NA,NA,ISAIAS,33.9,-78.5,0,0,80,986,1,50,50,30,30,24,15
2020213N15131,2020,WP,MM,HAGUPIT,25.5,123,114,106,65,980,1,58,48,35,40,15,325
2020213N15131,2020,WP,MM,HAGUPIT,26.8,121.7,126,76,75,971,1,45,45,55,35,9,320
2020213N15131,2020,WP,MM,HAGUPIT,27.2,121.4,76,36,75,971,1,50,58,58,33,11,330
2020213N15131,2020,WP,MM,HAGUPIT,27.7,121.1,29,0,75,971,1,55,70,60,30,11,335
2020222N15117,2020,WP,MM,MEKKHALA,22.9,118.2,108,46,65,984,1,35,60,35,15,13,345
2020222N15117,2020,WP,MM,MEKKHALA,23.5,118,46,0,70,980,1,20,20,20,20,14,340
2020222N15117,2020,WP,MM,MEKKHALA,24.2,117.7,0,0,70,980,1,20,25,30,10,15,340
2020230N11264,2020,EP,MM,GENEVIEVE,21.7,-110,134,102,75,977,1,50,30,20,50,7,340
2020230N11264,2020,EP,MM,GENEVIEVE,22,-110.2,102,84,73,978,1,50,30,20,50,8,320
2020230N11264,2020,EP,MM,GENEVIEVE,22.3,-110.5,84,83,70,979,1,50,30,20,50,8,315
2020230N11264,2020,EP,MM,GENEVIEVE,22.6,-110.8,88,88,68,981,1,50,35,35,50,9,315
2020230N11264,2020,EP,MM,GENEVIEVE,22.9,-111.2,108,105,65,983,1,50,40,50,50,9,310
2020233N14313,2020,NA,GM,LAURA,28.5,-93,128,72,130,937,4,90,90,50,60,13,345
2020233N14313,2020,NA,GM,LAURA,29.1,-93.2,72,0,130,938,4,75,80,45,50,13,350
2020233N14313,2020,NA,GM,LAURA,29.8,-93.3,0,0,130,939,4,60,70,40,40,14,355
2020233N14313,2020,NA,NA,LAURA,30.5,-93.4,0,0,108,955,3,55,55,35,35,14,0
2020233N14313,2020,NA,NA,LAURA,31.2,-93.3,0,0,85,970,2,50,40,30,30,15,5
2020233N14313,2020,NA,NA,LAURA,32,-93.1,0,0,70,979,1,40,35,15,15,16,10
2020234N19123,2020,WP,MM,BAVI,36,124.6,155,89,85,952,2, , , , ,20,10
2020234N19123,2020,WP,MM,BAVI,37,124.8,89,11,80,955,1, , , , ,21,5
2020234N19123,2020,WP,MM,BAVI,38.1,124.8,0,0,73,961,1, , , , ,22,0
2020234N19123,2020,WP,MM,BAVI,39.2,124.8,40,0,65,966,1, , , , ,25,5
2020239N13134,2020,WP,MM,MAYSAK,32.4,127.5,119,94,83,958,2,83,103,70,65,16,25
2020239N13134,2020,WP,MM,MAYSAK,33.2,127.9,98,72,80,960,1,65,95,60,55,19,20
2020239N13134,2020,WP,MM,MAYSAK,34.2,128.3,63,0,78,962,1,63,68,50,38,24,20
2020239N13134,2020,WP,MM,MAYSAK,35.5,128.9,0,0,75,963,1,60,40,40,20,31,15
2020239N13134,2020,WP,MM,MAYSAK,37.1,129.3,0,0,65,969,1,45,33,30,20,35,10
2020244N25146,2020,WP,MM,HAISHEN,30.2,129.7,121,74,98,945,3,75,78,58,63,17,340
2020244N25146,2020,WP,MM,HAISHEN,31,129.4,79,75,95,945,2,60,60,50,50,18,345
2020244N25146,2020,WP,MM,HAISHEN,31.9,129.2,91,46,90,949,2,55,55,45,45,20,350
2020244N25146,2020,WP,MM,HAISHEN,33,129.1,47,46,85,952,2,50,50,40,40,22,355
2020244N25146,2020,WP,MM,HAISHEN,34.1,129.1,99,0,80,955,1,48,45,35,35,25,0
2020244N25146,2020,WP,MM,HAISHEN,35.5,129.2,0,0,75,958,1,45,40,30,30,29,0
2020244N25146,2020,WP,MM,HAISHEN,37,129.1,0,0,65,966,1,40,38,25,25,29,360
2020245N16285,2020,NA,CS,NANA,16.9,-87.5,75,0,65,994,1,20,20,0,20,15,260
2020245N16285,2020,NA,CS,NANA,16.8,-88.3,0,0,65,994,1,20,20,0,20,15,260
2020256N25281,2020,NA,GM,SALLY,28.7,-87.7,134,115,75,986,1,70,40,0,30,3,285
2020256N25281,2020,NA,GM,SALLY,28.7,-87.9,115,102,73,985,1,70,40,0,30,3,290
2020256N25281,2020,NA,GM,SALLY,28.8,-88,102,90,70,984,1,70,40,0,30,2,310
2020256N25281,2020,NA,GM,SALLY,28.9,-88.1,90,88,70,983,1,70,40,0,35,2,335
2020256N25281,2020,NA,GM,SALLY,29,-88.1,88,87,70,982,1,70,40,0,40,3,355
2020256N25281,2020,NA,GM,SALLY,29.1,-88.1,87,87,70,982,1,70,40,0,40,3,0
2020256N25281,2020,NA,GM,SALLY,29.3,-88.1,90,89,70,981,1,70,40,0,40,3,10
2020256N25281,2020,NA,GM,SALLY,29.5,-88.1,78,66,73,978,1,70,40,15,45,3,15
2020256N25281,2020,NA,GM,SALLY,29.6,-88,66,55,75,975,1,70,40,30,50,3,15
2020256N25281,2020,NA,GM,SALLY,29.7,-88,55,34,85,971,2,70,40,30,50,3,15
2020256N25281,2020,NA,GM,SALLY,29.9,-87.9,34,11,95,967,2,70,40,30,50,5,20
2020256N25281,2020,NA,GM,SALLY,30.2,-87.7,11,0,95,965,2,70,40,30,50,7,25
2020256N25281,2020,NA,NA,SALLY,30.3,-87.7,0,0,95,965,2,70,40,30,50,6,25
