SID,SEASON,BASIN,SUBBASIN,NAME,LAT,LON,DIST2LAND,LANDFALL,USA_WIND,USA_PRES,USA_SSHS,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,STORM_SPEED,STORM_DIR
2020256N25281,2020,NA,NA,SALLY,30.5,-87.6,0,0,85,967,2,60,40,30,40,6,25
2020256N25281,2020,NA,NA,SALLY,30.8,-87.4,0,0,73,975,1,50,35,30,30,7,30
2020276N17277,2020,NA,CS,GAMMA,20.2,-87.4,10,0,65,978,1,25,0,0,0,9,335
2020279N16284,2020,NA,CS,DELTA,20.1,-85.9,130,53,90,968,2,40,40,30,30,15,305
2020279N16284,2020,NA,CS,DELTA,20.5,-86.5,53,0,90,970,2,40,40,30,30,16,305
2020279N16284,2020,NA,CS,DELTA,20.8,-86.9,0,0,90,971,2,40,40,30,30,20,305
2020279N16284,2020,NA,NA,DELTA,21.1,-87.4,0,0,85,973,2,40,40,30,30,18,300
2020279N16284,2020,NA,NA,DELTA,21.5,-88.2,0,0,80,976,1,40,35,25,30,14,295
2020279N16284,2020,NA,GM,DELTA,21.7,-88.8,30,30,75,978,1,40,30,20,30,13,295
2020279N16284,2020,NA,GM,DELTA,22,-89.5,80,80,78,976,1,40,30,20,30,14,295
2020279N16284,2020,NA,GM,DELTA,28.1,-93.8,169,113,95,962,2,50,40,40,50,12,10
2020279N16284,2020,NA,GM,DELTA,28.7,-93.6,113,55,90,966,2,50,40,40,50,13,15
2020279N16284,2020,NA,GM,DELTA,29.3,-93.4,55,0,87,968,2,50,40,40,50,14,20
2020279N16284,2020,NA,GM,DELTA,29.8,-93.1,0,0,85,970,2,50,40,40,50,18,30
2020279N16284,2020,NA,NA,DELTA,30.1,-92.9,0,0,75,971,1,40,40,40,40,17,25
2020296N09137,2020,WP,MM,MOLAVE,13.4,124.8,54,11,65,985,1,25,25,25,20,15,265
2020296N09137,2020,WP,MM,MOLAVE,13.4,124.1,15,0,68,985,1,28,28,28,23,15,265
2020296N09137,2020,WP,MM,MOLAVE,13.3,123.2,10,0,70,984,1,30,30,30,25,15,265
2020296N09137,2020,WP,MM,MOLAVE,13.2,122.5,10,10,73,982,1,33,33,35,33,14,265
2020296N09137,2020,WP,MM,MOLAVE,13.2,121.8,39,0,75,980,1,35,35,40,40,13,265
2020296N09137,2020,WP,MM,MOLAVE,13.1,121.2,0,0,78,979,1,40,43,45,45,13,270
2020296N09137,2020,WP,MM,MOLAVE,13.1,120.4,15,15,80,977,1,45,50,50,50,15,270
2020296N09137,2020,WP,MM,MOLAVE,13.2,119.7,68,68,83,973,2,43,45,50,50,15,275
2020296N09137,2020,WP,MM,MOLAVE,14.3,110.4,126,75,90,965,2,75,70,65,85,13,290
2020296N09137,2020,WP,MM,MOLAVE,14.6,109.8,75,15,80,975,1,70,65,55,70,13,295
2020296N09137,2020,WP,MM,MOLAVE,14.9,109.2,21,0,75,975,1,63,48,43,55,13,300
2020296N09137,2020,WP,MM,MOLAVE,15.2,108.6,0,0,70,974,1,55,30,30,40,12,295
2020299N11144,2020,WP,MM,GONI,13.9,125.8,151,75,168,888,5,58,48,50,80,15,250
2020299N11144,2020,WP,MM,GONI,13.7,125,64,0,170,884,5,60,50,55,90,15,255
2020299N11144,2020,WP,MM,GONI,13.6,124.3,0,0,150,908,5,55,48,50,85,15,265
2020299N11144,2020,WP,MM,GONI,13.5,123.6,0,0,130,932,4,50,45,45,80,14,270
2020299N11144,2020,WP,MM,GONI,13.6,122.8,10,0,103,956,3,45,43,43,75,14,275
2020299N11144,2020,WP,MM,GONI,13.7,122.2,0,0,75,980,1,40,40,40,70,12,285
2020299N11144,2020,WP,MM,GONI,13.9,121.6,0,0,68,985,1,35,35,35,60,11,295
2020299N18277,2020,NA,CS,ZETA,19.6,-86.1,136,94,70,982,1,60,60,20,40,10,300
2020299N18277,2020,NA,CS,ZETA,19.9,-86.6,94,23,70,980,1,70,70,20,40,12,305
2020299N18277,2020,NA,CS,ZETA,20.3,-87.2,23,0,74,978,1,70,70,20,40,14,305
2020299N18277,2020,NA,NA,ZETA,20.4,-87.4,0,0,75,977,1,70,70,20,40,15,295
2020299N18277,2020,NA,NA,ZETA,20.6,-87.9,0,0,65,981,1,70,70,20,40,14,295
2020299N18277,2020,NA,GM,ZETA,28,-91.1,124,0,95,973,2,70,70,20,20,24,20
2020299N18277,2020,NA,GM,ZETA,29.2,-90.6,0,0,100,970,3,70,70,20,20,24,25
2020299N18277,2020,NA,GM,ZETA,30.2,-89.9,11,0,85,973,2,70,70,20,20,27,35
2020299N18277,2020,NA,NA,ZETA,31.4,-88.9,0,0,73,980,1,35,60,10,10,33,40
2020306N15288,2020,NA,CS,ETA,14.7,-82,122,99,115,948,4,30,30,20,30,7,250
2020306N15288,2020,NA,CS,ETA,14.5,-82.3,99,75,123,939,4,30,30,25,30,6,230
2020306N15288,2020,NA,CS,ETA,14.3,-82.5,75,55,130,929,4,30,30,30,30,6,230
2020306N15288,2020,NA,CS,ETA,14.1,-82.7,55,46,130,926,4,30,30,30,30,5,230
2020306N15288,2020,NA,CS,ETA,14,-82.9,46,44,130,922,4,30,30,30,30,5,215
2020306N15288,2020,NA,CS,ETA,13.8,-83,48,43,128,929,4,30,30,30,30,4,205
2020306N15288,2020,NA,CS,ETA,13.6,-83.1,43,32,125,936,4,30,30,30,30,2,225
2020306N15288,2020,NA,CS,ETA,13.6,-83.2,32,21,123,938,4,30,30,30,30,2,295
2020306N15288,2020,NA,CS,ETA,13.7,-83.3,21,0,120,940,4,30,30,30,30,4,300
2020306N15288,2020,NA,CS,ETA,13.8,-83.5,0,0,120,940,4,30,30,30,30,4,285
2020306N15288,2020,NA,NA,ETA,13.8,-83.7,0,0,95,965,2,30,30,30,30,5,270
2020306N15288,2020,NA,NA,ETA,13.8,-84,0,0,83,973,2,30,30,30,30,6,270
2020306N15288,2020,NA,NA,ETA,13.8,-84.3,0,0,70,980,1,30,30,30,30,6,270
2020313N08135,2020,WP,MM,VAMCO,14.6,125.2,116,79,65,987,1,60,43,20,30,11,275
2020313N08135,2020,WP,MM,VAMCO,14.6,124.6,74,67,70,985,1,85,65,30,40,11,265
2020313N08135,2020,WP,MM,VAMCO,14.6,124.1,67,57,78,980,1,88,68,38,50,11,260
2020313N08135,2020,WP,MM,VAMCO,14.5,123.5,59,46,85,974,2,90,70,45,60,9,265
2020313N08135,2020,WP,MM,VAMCO,14.5,123.2,46,39,93,967,2,95,75,45,80,7,285
2020313N08135,2020,WP,MM,VAMCO,14.7,122.8,55,55,100,960,3,100,80,45,100,11,290
2020313N08135,2020,WP,MM,VAMCO,14.9,122.1,48,0,98,961,3,95,75,48,95,15,285
2020313N08135,2020,WP,MM,VAMCO,15.1,121.3,0,0,95,961,2,90,70,50,90,15,280
2020313N08135,2020,WP,MM,VAMCO,15.2,120.6,0,0,88,968,2,85,65,50,85,15,275
2020313N08135,2020,WP,MM,VAMCO,15.2,119.8,24,24,80,974,1,80,60,50,80,14,275
2020313N08135,2020,WP,MM,VAMCO,15.3,119.1,86,86,78,976,1,75,58,53,75,13,270
2020313N08135,2020,WP,MM,VAMCO,16.3,109.4,120,85,95,963,2,50,60,55,55,10,295
2020313N08135,2020,WP,MM,VAMCO,16.5,108.9,85,64,90,969,2,48,55,48,48,11,295
2020313N08135,2020,WP,MM,VAMCO,16.8,108.4,74,61,85,975,2,45,50,40,40,9,295
2020313N08135,2020,WP,MM,VAMCO,16.9,108.1,62,46,80,979,1,40,43,35,35,8,295
2020313N08135,2020,WP,MM,VAMCO,17.1,107.7,54,24,75,983,1,35,35,30,30,10,300
2020313N08135,2020,WP,MM,VAMCO,17.4,107.1,30,10,68,987,1,30,30,23,28,12,305
2020318N16289,2020,NA,CS,IOTA,13.5,-82.3,129,97,130,918,4,80,60,50,80,7,275
2020318N16289,2020,NA,CS,IOTA,13.6,-82.6,97,54,130,918,4,80,60,50,80,7,280
2020318N16289,2020,NA,CS,IOTA,13.6,-83,54,10,130,918,4,80,60,50,80,7,275
2020318N16289,2020,NA,CS,IOTA,13.6,-83.4,10,0,126,921,4,80,60,50,72,8,270
2020318N16289,2020,NA,CS,IOTA,13.6,-83.5,0,0,125,922,4,80,60,50,70,8,285
2020318N16289,2020,NA,NA,IOTA,13.7,-83.8,0,0,110,935,3,70,60,30,60,8,280
2020318N16289,2020,NA,NA,IOTA,13.7,-84.2,0,0,93,950,2,65,50,15,55,9,270
2020318N16289,2020,NA,NA,IOTA,13.7,-84.7,0,0,75,965,1,60,40,0,50,9,270
2020318N16289,2020,NA,NA,IOTA,13.7,-85.2,0,0,65,977,1,60,20,0,25,10,270
2020326N11063,2020,NI,AS,GATI,10.4,52.6,131,65,100,967,3,20,20,20,25,15,260
2020326N11063,2020,NI,AS,GATI,10.4,52,65,10,95,971,2,23,23,23,25,11,270
2020326N11063,2020,NI,AS,GATI,10.4,51.5,10,0,90,974,2,25,25,25,25,10,270
2020326N11063,2020,NI,AS,GATI,10.4,51,0,0,78,983,1,25,23,23,23,9,270
2020326N11063,2020,NI,AS,GATI,10.4,50.6,0,0,65,992,1,25,20,20,20,8,275
2020327N08086,2020,NI,BB,NIVAR,11.3,81.1,131,114,65,986,1, , , , ,6,310
2020327N08086,2020,NI,BB,NIVAR,11.5,80.9,114,79,70,982,1,30,20,25,20,7,315
2020327N08086,2020,NI,BB,NIVAR,11.8,80.6,79,48,65,986,1, , , , ,8,315
